matchId,matchDuration,matchType,maxPlace,numGroups
99e319a1e05e24,1812,squad-fpp,25,25
99e463c1a5cbcf,1318,squad-fpp,29,28
99e58966972b7a,1351,duo-fpp,48,47
99e5f2be57cfc1,1895,solo,98,95
99e652d201cfc9,1891,squad-fpp,28,28
99e866c543e619,1875,squad-fpp,29,29
99e867abd6df75,1848,duo-fpp,48,48
99e8b514cc6673,1968,squad,27,25
99ea36b4d04b78,1411,duo-fpp,49,46
99ea570ae7071c,1358,duo-fpp,48,47
99eac58cc63bfb,1432,solo-fpp,88,84
99ec090967ab69,1983,squad,28,28
99ec36ea68abdb,1888,solo,91,76
99ef55fd75cdf5,1806,solo-fpp,98,95
99ef7ffb920dd3,1377,duo-fpp,49,47
99f03fe0dab6cc,1389,squad,27,27
99f0b6e001a684,1405,squad,30,29
99f2df7806a2d6,1794,squad-fpp,29,27
99f4ff60b52442,1407,duo-fpp,50,50
99f6d9b3a790ef,1773,duo-fpp,49,49
99f93e6b87d422,1891,duo-fpp,48,44
99fc548cbf09a2,1354,duo-fpp,46,44
99fec0538871d2,1461,squad-fpp,31,29
99ff7ecdea098d,1336,squad-fpp,27,25
9a04a638d109e7,1830,squad-fpp,28,28
9a0957783b22c7,1371,squad,26,25
9a0ab977fabfb3,1718,squad-fpp,27,26
9a0b3596520264,1430,squad-fpp,26,24
9a0b4b3831dc5f,1880,duo-fpp,48,47
9a0dd843f8065b,1895,squad-fpp,29,26
9a0e8462d9b1cb,1419,duo,48,48
9a10b1e602b6a7,1358,squad-fpp,27,27
9a1199ef8daa07,1369,duo,46,43
9a11be5a3045e9,1924,squad-fpp,30,29
9a12fc45348734,1307,squad-fpp,29,28
9a18136f104054,1366,solo-fpp,99,96
9a1923c8b183dd,1913,duo,49,47
9a1a84c8611b59,1841,duo,48,48
9a1ccc537422f6,1777,squad-fpp,30,30
9a1efdcbc10892,1467,squad-fpp,30,30
9a202671dcc56a,1288,squad-fpp,27,26
9a2107e48169ae,1320,squad,28,28
9a214e221caf54,1252,squad-fpp,26,26
9a21625cd5b964,1262,squad-fpp,28,26
9a21d62d942bea,1314,squad-fpp,29,28
9a2257beedf221,2027,solo,97,94
9a262507912252,1451,solo-fpp,94,91
9a27d6e58f7832,1465,squad,27,26
9a287314619fa6,1892,squad-fpp,27,26
9a2a57c93c9419,1820,solo,86,81
9a2b436ee1730c,1397,duo,50,41
9a2c724c398146,1445,duo-fpp,46,44
9a2e396b72f844,1819,duo-fpp,47,47
9a2f5d6281ee51,1937,squad-fpp,28,28
9a31da77e98abd,1366,duo-fpp,47,44
9a356968b25ff1,1435,squad,29,28
9a363b13445e10,1907,squad,29,27
9a37a31eb7dd99,1547,squad-fpp,29,29
9a37af3570f75a,1337,squad-fpp,30,30
9a37b1c7c804e4,1296,duo-fpp,48,47
9a3811b118c510,1337,squad,27,26
9a3a53241da4ab,1366,squad-fpp,30,28
9a3e59f0247666,1303,squad-fpp,28,27
9a4110b459c93b,1456,squad-fpp,27,27
9a41d3a88b8dbd,1363,duo,50,46
9a425d0b2bb543,1472,duo-fpp,49,47
9a42a8ffdd5b37,1868,squad-fpp,29,27
9a472efd7ca5a3,1516,solo,97,94
9a4a894f91cf86,1977,solo-fpp,94,91
9a4aea6b1babe4,1873,squad-fpp,28,27
9a4baf31c1f692,1351,squad-fpp,28,27
9a4cf63b3db1e3,1867,squad-fpp,29,28
9a4d61fb57abf2,1373,squad,27,26
9a4e500e3cf355,597,normal-squad-fpp,15,15
9a5219783267c3,1301,squad-fpp,29,29
9a527c3a7badd8,1380,squad-fpp,29,29
9a537fb379f1c3,1897,flaretpp,26,26
9a553f4a076c52,1400,squad-fpp,29,28
9a5591394a3d22,1286,duo-fpp,47,46
9a59a6d690ec7e,1886,squad,28,28
9a5bd34006802a,1366,solo-fpp,98,95
9a5cb7be76cb51,1776,squad,26,26
9a5e478f4e803d,1372,squad-fpp,29,28
9a5f555e81e229,1252,squad-fpp,26,25
9a613c25dde2ad,1317,squad-fpp,31,30
9a6548469ccb4a,1285,duo-fpp,49,46
9a6616941e03cf,1879,solo-fpp,93,88
9a66ef01b6e777,1879,squad-fpp,30,30
9a6753262d3480,1938,squad-fpp,27,27
9a69a0c2629402,1291,squad-fpp,27,26
9a6a20b8f48cf1,1381,duo-fpp,49,48
9a6b325b7fbc16,1971,squad-fpp,29,29
9a6b40e4acea7f,1774,solo-fpp,97,90
9a6dc87bbe62ea,1875,solo,97,93
9a6e05d4561659,1323,duo,49,48
9a70b0ea4aeb41,1812,squad-fpp,29,28
9a754514c7003e,1982,solo-fpp,93,92
9a76abf5fb8490,1351,squad-fpp,28,28
9a76dd46a25d77,1388,squad-fpp,29,29
9a78a9d7f7957f,1372,squad-fpp,27,27
9a78c7efc2795b,1298,squad-fpp,29,28
9a79c0b56a72d2,1825,squad-fpp,30,28
9a7b7aaa28ab89,1469,solo,100,99
9a7c11ecccdf52,1822,squad-fpp,28,28
9a7f8e323ec776,1889,squad-fpp,29,29
9a801d6dc6fe11,1839,squad-fpp,27,27
9a8136eb5e04c0,1319,solo-fpp,97,95
9a81ff6abf51bc,888,crashfpp,51,46
9a85b1e3e96c80,1734,duo-fpp,46,43
9a866487e625db,1769,squad-fpp,29,29
9a86677d6053f2,1393,squad,28,27
9a883e516f2720,1395,squad,29,28
9a8c45de16b02e,1422,solo,97,96
9a8c61ac2cedf6,1299,squad-fpp,28,28
9a8d8817654e82,1829,solo-fpp,55,54
9a8dee93b3f3c9,1367,squad-fpp,28,27
9a8f3857f40f52,1393,squad-fpp,29,27
9a92f6cf3d38a7,1307,duo-fpp,49,47
9a9519819b1960,1874,squad-fpp,28,24
9a96628ae4f674,1263,duo-fpp,49,47
9a96fe96f2becb,1838,squad-fpp,30,27
9a97535919b9dd,1778,squad-fpp,28,27
9a98a3cb340449,1338,squad-fpp,30,29
9a99b21ba7c391,1419,squad-fpp,28,26
9a9c68565eeb6c,1906,squad-fpp,29,28
9a9c8ca51de557,1415,squad,27,27
9a9d17689bf17e,1795,squad-fpp,29,26
9a9de6dda11673,1329,squad-fpp,29,29
9aa242c7998520,1853,squad-fpp,29,29
9ab0173d40df2a,1461,duo-fpp,47,46
9ab23398600c2c,1685,duo,46,46
9ab2d688562684,1866,duo-fpp,49,48
9ab36c59b13cac,1824,duo-fpp,48,46
9ab3b91c4b9709,1397,squad-fpp,30,29
9ab4a2057d526f,1444,squad-fpp,28,28
9ab5d28dc6b1b6,1857,squad-fpp,22,22
9ab6aac2c7a29c,1442,squad-fpp,28,28
9ab72fe7f5401e,1430,squad,28,27
9ab817a632cfc2,1465,solo-fpp,96,95
9ab83bbb2ca21c,1450,duo,47,45
9ab89d6c55a8e0,1899,squad-fpp,27,25
9aba6821b294ca,1301,squad,27,26
9abb973e7b905f,1387,duo,48,44
9abe2c2c63ec84,1344,solo-fpp,99,97
9ac1566b31e9e5,1309,duo-fpp,47,44
9ac6542cb31c5f,1810,duo-fpp,50,47
9ac74b44f9da61,1315,squad-fpp,28,28
9ac88ad9e2d890,1750,squad-fpp,27,24
9ac943cc34dd10,1867,squad-fpp,28,28
9acc2636e97eb9,1850,duo-fpp,49,48
9accff2bcc56df,1357,duo-fpp,50,49
9acd05f09a70b3,1441,squad,26,26
9aceb828a79ca4,1331,solo-fpp,96,94
9acedfa045e05d,1263,squad-fpp,28,28
9acf3c16f6f870,1821,squad-fpp,26,25
9ad1a918940574,1895,squad,28,28
9ad1d2c72f9990,1775,duo-fpp,47,47
9ad1f542f4dd04,1269,squad-fpp,26,24
9ad70796510a3b,1448,solo-fpp,98,98
9ad70c3630f6f9,1901,duo,48,43
9ad71b8a4686d9,1418,duo-fpp,48,45
9ad8303d37fa46,1310,squad,27,27
9ad9869324fb5a,1781,duo-fpp,49,45
9adb6e8056a1ba,1932,duo-fpp,46,42
9ade013da4f15c,1801,squad-fpp,29,29
9adef18b0126a9,698,normal-squad-fpp,13,12
9ae0b1c3227242,1810,squad-fpp,30,30
9ae2413dadbc1c,1321,squad-fpp,28,27
9ae2e8c38f733f,1332,solo-fpp,96,95
9ae56ad4559e35,1377,squad-fpp,28,28
9ae66340a93ff5,1357,squad-fpp,31,30
9ae75bc6994159,1365,squad,27,27
9aee8698bcfae2,1846,duo-fpp,50,49
9af047e292b858,1796,squad-fpp,30,29
9af09c7fdff655,1388,squad-fpp,28,28
9af558e8a61388,1325,squad-fpp,27,26
9af5d2ec353098,1352,squad,28,25
9af60e4a633c44,1870,squad-fpp,25,24
9af640bcbf0d6f,1900,squad,27,27
9af8e72146999a,1771,duo-fpp,50,46
9afa76cc1d1dcb,1771,squad,26,26
9afb1aabcb0db2,1910,duo,48,47
9afb81503a5863,1721,squad-fpp,27,26
9afc0f528975d0,1351,squad-fpp,27,27
9b0203e5ca1574,1862,squad-fpp,30,26
9b04fd044c9bd0,1429,solo-fpp,94,92
9b088f9d8b99be,1912,squad-fpp,28,28
9b08b61379b1a3,1445,squad,28,27
9b0a11f19a3f80,1402,squad-fpp,27,27
9b0c097c6b7601,1865,duo-fpp,46,43
9b0e427673cb2d,1317,squad-fpp,28,26
9b0e8ee852a4ca,1311,squad-fpp,29,27
9b10dae58bdf6e,1342,solo,89,74
9b117d29443f07,1883,solo,95,92
9b11fa7d6e2b04,1812,squad-fpp,28,28
9b12a6ebf411cd,1440,solo-fpp,86,86
9b134bebbf3e09,1377,duo,49,45
9b14a5e0a91f1a,1416,squad-fpp,26,25
9b1529d28f7dcc,1371,squad-fpp,28,27
9b166d497394c7,1892,squad-fpp,28,28
9b1725d47295a2,1355,duo-fpp,50,47
9b175b700f86b2,1919,duo-fpp,48,44
9b18f1514c7f46,1799,duo-fpp,46,43
9b1c87f4016f47,1886,solo-fpp,98,95
9b1cd5c43cb4d7,1466,squad-fpp,27,26
9b1cfe63d9aa4b,1831,duo-fpp,47,46
9b1f3c50083f93,1347,duo-fpp,48,47
9b1fbd453273b9,1834,solo,89,83
9b21539a42ceb1,1871,duo,49,46
9b224d62c3c8ba,1832,duo-fpp,46,44
9b22a97f24e761,1371,solo-fpp,96,94
9b25e3acc789a3,1387,squad-fpp,29,29
9b25fe4483adbe,1200,squad,11,10
9b2618ae0d7a16,1414,squad-fpp,29,28
9b278de373d649,1856,duo,49,49
9b28050e8be563,1806,solo-fpp,95,91
9b284bd3245f75,1814,squad-fpp,29,29
9b284ebe29e770,1893,duo-fpp,46,44
9b28ffa4fdbe9d,1402,squad-fpp,30,28
9b292e48ac4b99,1370,squad-fpp,27,27
9b2cb5b173ac49,1369,squad-fpp,28,26
9b2d8cf97159ab,1441,duo-fpp,48,47
9b2e13487785c8,1454,solo-fpp,97,95
9b2f8022ffccdc,1411,solo-fpp,97,94
9b31361dfc6b44,1508,solo-fpp,97,97
9b3251ccfd56be,1377,solo,73,71
9b32747e09e529,1240,squad-fpp,28,26
9b340203c52b43,1237,squad,27,26
9b34fc9285222c,1982,solo-fpp,93,92
9b3690b965e54c,1808,solo,16,2
9b36df9f70787d,1827,squad-fpp,26,24
9b382d868e8d83,1901,solo-fpp,98,96
9b38b435ebde43,1852,squad,28,26
9b38c31b9bdc7c,1421,squad-fpp,26,25
9b39bfe5ac42b7,1365,squad-fpp,31,31
9b3e01f26661d8,1388,duo-fpp,48,48
9b3e64b9e01f81,1789,squad,27,26
9b3f54bdb5a11b,1793,squad-fpp,29,29
9b3f5d0204f9f2,1890,duo-fpp,49,47
9b3f74dd87187c,1425,duo-fpp,46,45
9b412e6cc5481e,1868,squad-fpp,27,23
9b41b14091abe4,1715,squad,26,26
9b4303295ad004,1793,solo-fpp,95,95
9b46b47bd61771,1375,squad-fpp,27,25
9b47d70b6dc523,1839,duo-fpp,47,46
9b49d42dbd9098,1428,duo-fpp,48,48
9b4a22a482af19,1885,duo,48,46
9b4a99e4b2d1e8,1133,squad,27,24
9b4b4fbbe7e52d,1403,solo,92,87
9b504433969144,1402,squad,27,26
9b51062925f4e3,2154,duo-fpp,48,46
9b510c5e6fe7ce,1872,squad-fpp,26,25
9b5224623a3479,1260,normal-duo-fpp,13,13
9b527e92014363,1438,solo-fpp,95,91
9b52c88538d8a1,1202,squad-fpp,29,29
9b539b1f187bed,1785,squad-fpp,28,26
9b546f2c1be972,1895,solo-fpp,97,93
9b55db75a7c5ec,1398,duo-fpp,49,48
9b5662bb9b11f7,1436,squad-fpp,29,29
9b57ba1bc6d13c,1381,squad-fpp,28,28
9b59b50d06e799,1795,squad-fpp,28,27
9b5aa6599c5c69,1364,solo-fpp,95,91
9b5eba3473e5f0,885,normal-solo-fpp,7,7
9b5f10c39d1ce1,1398,squad,26,26
9b606dec9d5087,1797,squad-fpp,28,28
9b623a172adbdc,1875,solo,99,94
9b623bef6f8469,1898,solo,98,93
9b630499d72578,1919,duo-fpp,47,45
9b663456b2f3ee,1316,squad-fpp,30,30
9b66465fd8d4ba,1662,squad,27,26
9b6651131989f2,1876,duo-fpp,49,47
9b67a0b5ac577b,1384,squad-fpp,28,27
9b67b3017d35b9,1884,squad,27,27
9b67c3ceff04ef,1745,squad-fpp,27,26
9b69ea6b7ab754,1457,squad,28,27
9b6a4b8dec2654,1804,solo-fpp,94,91
9b6b0ffa00cf50,1203,duo-fpp,50,49
9b6c1969b3d815,1374,duo-fpp,46,45
9b6f3a6f3d2064,1363,duo-fpp,47,47
9b733546a2df50,1416,duo,49,48
9b748cb21aa353,1919,squad-fpp,29,29
9b74fb7b2489b4,1895,solo-fpp,88,85
9b75247b2735c4,1376,squad-fpp,29,28
9b766827884c85,1286,squad,29,28
9b783b17ecbc33,1771,squad-fpp,28,27
9b784afe60f418,1734,squad-fpp,25,25
9b788c9f0a4d40,1448,duo-fpp,50,50
9b78cab2ea0d8e,1875,squad-fpp,29,27
9b797f12cb64bb,1915,duo-fpp,49,47
9b7c1dac252216,1866,squad-fpp,28,28
9b7da52bf1bac5,1331,solo-fpp,96,93
9b7ed93f229349,1426,duo-fpp,49,46
9b7f484dc32b99,1767,squad,28,28
9b7fe587c372c6,1856,duo,46,46
9b8156a36f87cb,1523,squad,27,26
9b818cdead9187,1819,duo,50,47
9b85abe3297947,1823,squad-fpp,26,24
9b89139d0941f7,1275,squad-fpp,28,28
9b8b602d97b34d,1935,duo-fpp,49,46
9b8b85bff6cd55,1851,duo-fpp,49,48
9b8d6b96607b65,1881,duo,47,42
9b92de961cffd4,1264,squad-fpp,26,26
9b930d64b85670,1229,squad-fpp,30,29
9b96400df8d597,1361,squad-fpp,28,26
9b965a34b7996a,1918,squad-fpp,27,27
9b9881fb3c169c,1680,squad-fpp,30,27
9b99a74407e235,1473,squad,26,21
9b9ae548c40268,1410,squad-fpp,29,29
9b9b1725b70698,1912,duo-fpp,49,45
9b9d75f020f00b,1184,squad-fpp,26,23
9b9d75fbc40018,1880,squad-fpp,28,28
9ba144167e801d,1806,squad-fpp,17,15
9ba33c3888a1ac,1430,duo-fpp,49,48
9ba38ee4a7f4d8,1371,duo-fpp,47,46
9ba449230f8a6c,1371,duo-fpp,45,41
9ba6c30410f522,1789,squad-fpp,23,22
9ba9307c281aee,1434,duo-fpp,50,49
9baaad954114ad,1807,duo-fpp,48,43
9baafaf8a488c2,1639,squad-fpp,28,26
9bab66f5a2e8a2,1566,duo-fpp,47,45
9bb14c92101fce,1971,solo-fpp,94,93
9bb210d3a1cf80,1414,solo-fpp,94,90
9bb554b5f31825,1887,duo,49,46
9bb6bf0bdf2fd1,1921,squad-fpp,30,27
9bb742ba959dd9,1415,solo-fpp,90,88
9bbb17d17b3b50,1861,squad-fpp,28,27
9bbc6288bc8f90,1354,squad-fpp,28,27
9bbd4b181f1cea,1883,duo-fpp,50,50
9bbec7b26fcf48,1974,duo-fpp,40,36
9bc288ec3fcda8,1277,solo-fpp,93,90
9bc4489169b951,1714,squad-fpp,30,28
9bc56b24a5f748,1374,duo-fpp,49,47
9bc572eef055a5,1326,duo-fpp,48,47
9bc655fa795a1f,1356,squad-fpp,30,29
9bc88ae66d6f63,1853,squad,27,26
9bc89a760976aa,1334,squad,27,26
9bcb6fee1aaeb2,1276,squad-fpp,25,25
9bcc82c12531de,1372,squad-fpp,28,28
9bcf30fb317ae5,1418,solo-fpp,97,95
9bd0e493e0a247,1380,squad-fpp,28,28
9bd16cc92d0869,1833,solo-fpp,94,88
9bd17a2b8f4099,1913,squad-fpp,30,29
9bd2263b4cf473,1871,squad-fpp,30,28
9bd23ca4ebcf40,1919,solo-fpp,98,96
9bd43230342373,1944,duo,50,47
9bd974dbcc5a82,1345,duo-fpp,50,47
9bd9a94f7edd0f,1337,duo-fpp,50,48
9bd9bc2fb1bd47,1266,squad-fpp,26,26
9bda6e5d31e550,1373,solo-fpp,38,36
9bdbde102e828e,1379,solo,92,91
9bdcbc03f51230,1278,squad-fpp,27,27
9bdeb506e3326d,1387,duo-fpp,49,46
9be040ed80aad7,1248,squad-fpp,29,29
9be07ddcdbb229,1193,squad-fpp,28,28
9be0f615e4b4c0,1393,solo-fpp,96,95
9be1b2039f92c7,1826,duo-fpp,48,43
9be1fdd96f7ffc,1415,squad-fpp,28,27
9be2e6f71800c6,2024,squad,29,29
9be4b4624ccb1c,1266,squad-fpp,29,29
9be687feb5e8f2,1803,duo,44,41
9be6d25af0d900,1505,squad-fpp,27,26
9be71d6a008747,1325,squad-fpp,29,29
9be7ab7ba898ce,1848,duo-fpp,49,47
9be7d4c30e4a0a,1911,solo-fpp,95,95
9be9715739fd19,1846,squad,28,25
9bec3e5e8ae4e4,1369,squad-fpp,28,28
9bed130702122b,1425,squad-fpp,31,30
9bedc0735ba691,1371,solo-fpp,97,95
9bee5835506a78,1820,flaretpp,27,27
9befb0218cfb84,1464,squad,29,29
9bf1d512354526,1796,solo-fpp,97,91
9bf33a88b38765,1819,squad-fpp,27,25
9bf418680e0e89,1313,squad-fpp,28,26
9bf477f0a965a7,1409,duo,49,47
9bf6a5a51390ad,1956,solo-fpp,99,94
9bf974636cf246,1368,duo-fpp,49,48
9bf987d7a8cc46,2009,normal-duo-fpp,19,19
9bfae44d9fce32,1899,squad-fpp,26,26
9bfb56ecdcba94,1374,squad-fpp,29,27
9bfb84884579ba,1364,duo-fpp,49,45
9c012f98b8c8cf,1384,squad-fpp,28,27
9c01a535341155,1451,duo,49,48
9c01b0724f51b2,1888,squad,28,26
9c05580ff29c13,1384,duo-fpp,47,45
9c059370bedbae,1897,squad,27,25
9c07d212ed4111,1376,duo-fpp,50,48
9c08bfb6a1cf8d,1814,squad-fpp,29,27
9c09a09ed07daf,1381,squad-fpp,27,26
9c09d6c5db5e25,1868,squad-fpp,27,26
9c0acb4f759142,1786,squad-fpp,30,29
9c0b11c5b56215,1251,duo-fpp,49,47
9c0bf1c599f762,1868,duo-fpp,48,46
9c0fa15677fbaa,1382,duo-fpp,48,48
9c0ffd2f6384b7,1449,squad-fpp,30,30
9c141aa9dedf8b,1422,solo-fpp,97,95
9c14749bda9258,1314,squad-fpp,27,27
9c150f1cde8836,1782,squad-fpp,26,25
9c151b5a4966a7,1307,squad-fpp,30,30
9c152b589b4daa,1434,squad-fpp,28,25
9c1599c142d47e,1882,squad,26,25
9c15ff08f38f5a,1882,solo-fpp,36,35
9c169b35430d3a,2048,duo,50,48
9c175233992eeb,1302,squad-fpp,26,24
9c1ad06dc044f3,1729,squad-fpp,29,29
9c1daa712a8c94,1379,solo-fpp,94,90
9c1f420fbede31,1268,squad-fpp,29,29
9c20e0c23c1430,1745,squad-fpp,28,26
9c2245d8a37df8,1828,squad-fpp,25,25
9c2324571fe40d,1361,duo-fpp,44,42
9c254e47a4e0e3,1798,solo-fpp,97,96
9c2ada57435cd6,1889,duo-fpp,48,48
9c2f5a12ad95e2,1392,squad,27,27
9c2ffe491ee8f6,1968,squad,29,28
9c304d9050a7a3,1816,duo-fpp,47,45
9c316e3bb7079e,1885,squad-fpp,28,23
9c3478bb4b7fd8,1488,solo-fpp,95,93
9c347d4d572038,1986,duo-fpp,50,48
9c34c8b85a28ca,1969,squad-fpp,29,29
9c3504215ffa37,1867,duo-fpp,43,39
9c362f31f4177a,1376,solo-fpp,95,92
9c394827d68a6e,1974,squad,27,25
9c39523c820b6d,1717,squad-fpp,30,30
9c3b360f469600,2001,solo,99,96
9c3b53233489ba,1928,solo,93,88
9c3e997964e1e7,1877,squad-fpp,29,28
9c404877ad37cf,1909,solo-fpp,99,96
9c418dff030700,1811,squad-fpp,30,28
9c4280eb115b6c,1463,solo-fpp,98,94
9c42b79513285e,1822,squad-fpp,28,26
9c43295e656266,1330,squad-fpp,31,28
9c43c374c084c5,1395,squad-fpp,26,25
9c45f60a130aa1,1943,duo,49,47
9c4959c22f3c8b,1339,squad-fpp,29,29
9c4a2a7e7092c0,1456,solo,95,92
9c4f7a1fae33d4,1352,squad-fpp,29,29
9c4ffb7847289d,1780,squad-fpp,28,26
9c5006b259d451,1453,duo-fpp,50,47
9c5148e38611c6,1720,duo,44,40
9c51ce524924f1,1289,squad-fpp,29,29
9c5369b38099f0,1413,duo,49,45
9c54b0392a6e4c,1363,squad-fpp,29,29
9c557de2c92d2b,1382,squad-fpp,27,27
9c570795d069dc,1330,squad-fpp,26,25
9c5822a0a265ea,1891,squad,27,24
9c59f3e4b2d36a,1398,solo-fpp,95,95
9c5a9486d9fe8c,1778,squad,28,26
9c5d340310bed2,1332,solo-fpp,94,90
9c5e031f8d368f,1397,duo-fpp,45,42
9c5e376dbb84d8,1388,squad,27,26
9c5e6865e361af,1769,squad-fpp,27,25
9c5fc446981887,1352,squad-fpp,29,27
9c600d27e0a47c,1766,squad-fpp,30,29
9c61626d4fcebd,1384,squad-fpp,28,28
9c6173d22ca7c8,2106,normal-duo-fpp,30,30
9c628ea7ee1268,1359,duo,49,48
9c62947fc3665a,1346,squad-fpp,29,28
9c640b6d9b937d,1394,squad-fpp,27,26
9c643b2a115ec8,2030,solo-fpp,94,93
9c65284046cde2,1297,solo,91,85
9c656bd4b923d4,1357,squad-fpp,29,28
9c6623281b072d,1380,duo-fpp,46,44
9c67e0b2275114,1365,duo-fpp,50,49
9c6976557ccfe9,1412,squad-fpp,28,28
9c6999d15a03b4,1882,squad,28,27
9c6a4cc9dde5bf,1348,squad,28,27
9c6ad30daf6562,1965,squad-fpp,28,27
9c6b4c9660e023,1247,squad-fpp,29,29
9c6dfc95083a71,1828,squad-fpp,30,30
9c6e4bb87a728c,1454,squad,26,26
9c7100343e4b33,1258,squad-fpp,28,28
9c71c94794df03,1413,squad-fpp,27,27
9c727edc4b1d73,1927,squad,31,30
9c72cc153ab032,1409,duo-fpp,49,48
9c7574446d6016,1292,solo-fpp,97,96
9c758d6a9e0788,1388,squad,26,24
9c7c7df507b968,1925,solo-fpp,94,91
9c7d3d32a2d3e5,1771,squad-fpp,27,25
9c7dcdbffe9e35,1378,squad-fpp,29,29
9c7e42f2108cd3,1305,solo-fpp,98,95
9c7fdb454cac77,1858,duo-fpp,45,42
9c803ea00206ad,1366,solo-fpp,97,97
9c833e30b696cd,1845,duo-fpp,47,44
9c85709e9e2cec,1362,squad-fpp,28,26
9c8673481688d2,1833,squad-fpp,29,28
9c86b829b21fda,1892,squad-fpp,27,27
9c86c5d3a41094,1403,duo-fpp,46,44
9c8962b58bb3e3,581,normal-squad-fpp,8,7
9c8ed62e902e32,1861,squad,27,26
9c9238b3478e7f,1367,squad-fpp,28,27
9c938dcc2d9ee1,1281,squad-fpp,27,27
9c954efd6db607,1251,squad-fpp,29,28
9c975a8c14ab53,1399,squad-fpp,28,28
9c98cf4cc6d1d2,1806,squad-fpp,26,26
9c9b3591659e6d,1906,duo-fpp,45,44
9c9c121fdf74b9,1450,squad,27,27
9c9cbc84bf48b6,1278,normal-squad-fpp,10,10
9c9d1472e53a0b,1850,squad-fpp,28,28
9c9e2fdacf3004,1929,duo-fpp,49,47
9ca08b47a4f091,1256,squad-fpp,28,27
9ca3769f3730a7,1318,squad-fpp,29,28
9cac5678b8dbf2,1923,duo-fpp,46,46
9cada46c289651,1903,solo-fpp,95,93
9caf05ea76a9a2,1881,duo,48,46
9cb11f480ff74a,1379,squad-fpp,26,26
9cb56cf4f74c6a,1883,duo-fpp,50,49
9cb61aac7b6785,1902,squad,29,29
9cb91055d1f368,1352,duo-fpp,47,47
9cb9e4026ddb92,1472,squad-fpp,26,24
9cc02c2f2575f3,1383,duo,49,49
9cc173a28165d6,1273,squad-fpp,29,27
9cc56275433394,1334,squad-fpp,28,27
9cc61bd875fdd0,1865,squad-fpp,27,25
9cc6d79c2b1e7b,1343,squad-fpp,30,29
9cc734617334be,1285,duo-fpp,49,48
9cc758a039c43c,1363,squad-fpp,28,28
9ccd29d4ea56d3,1812,duo-fpp,48,47
9ccfd1a2e9c946,1430,duo-fpp,50,48
9cd0d49c68b701,1780,solo-fpp,91,89
9cd2b6184ff6db,1341,duo-fpp,47,46
9cd3b784cc6fed,1352,duo-fpp,47,43
9cd42dceef34de,1264,duo-fpp,49,45
9cdcc507c89bb4,1892,solo,99,96
9cddda0e5d1db2,1982,duo,47,44
9cde959d359162,1373,duo-fpp,46,42
9cdf136e2d79f4,1786,duo,49,47
9cdf457a1ea2e6,1853,squad-fpp,31,31
9ce094f4c8e130,1305,solo-fpp,93,91
9ce0b87f80c32e,1383,duo,50,50
9ce32dce3e452c,1376,squad-fpp,29,28
9ce44adec9f32b,1795,squad-fpp,30,29
9ce4834c834a0d,1372,squad-fpp,28,26
9ce63a26a13fc7,1857,solo-fpp,93,86
9ce63f2310fd41,1388,duo,48,47
9ce6b236041ea3,1419,duo-fpp,48,43
9ce6c5aa435787,1873,squad,27,27
9ce7b4a03e7916,1841,squad-fpp,28,28
9ce8acbb595e78,1866,duo-fpp,45,45
9cea9dd067fd85,1339,solo-fpp,95,94
9cecdb76c5ab13,1376,squad-fpp,24,23
9cee9604ff1a41,1820,solo-fpp,96,93
9ceedd46b83100,1387,solo-fpp,95,91
9cf045a7462250,1785,squad-fpp,28,27
9cf183a1deb8a8,1761,duo-fpp,47,45
9cf3db95284ab1,1828,squad-fpp,29,28
9cf3e1d41dc5c3,1348,squad-fpp,30,29
9cf42006cb5bf1,1847,squad-fpp,29,27
9cfb2ed2da4968,1424,squad-fpp,28,26
9cfbf5cd9318e9,1282,squad-fpp,29,28
9cfe2214e256fc,1344,squad-fpp,29,29
9cfec487d9dad1,1548,solo,97,96
9d009979fc19be,1946,solo-fpp,96,93
9d00ddf5abf791,1322,squad,28,28
9d020fa3cab1bb,1878,squad-fpp,27,25
9d026dc4bd5093,1786,squad-fpp,29,29
9d02f3f044fb6d,1360,squad,26,25
9d037cb7b8e5b3,1362,duo,44,41
9d03acfd18d00e,1403,squad,29,28
9d045a930c33ac,1440,solo,96,92
9d04aff16a401b,1431,solo-fpp,97,96
9d04bb254575af,1845,squad,28,28
9d08b26fcdd401,1292,squad-fpp,26,26
9d090204befa18,1371,squad-fpp,31,31
9d09a046a32c13,1796,solo-fpp,98,94
9d09d36a9a92e5,1363,squad,27,26
9d0afb7def53b6,1857,duo-fpp,46,44
9d0b25d9fd0802,1908,duo-fpp,47,46
9d0f5481b3b547,1299,squad-fpp,27,27
9d0fcd5e17bb9f,1921,squad,28,28
9d10140f13b51e,2190,squad,26,24
9d12914eb4f030,1396,solo-fpp,97,96
9d1667bddec739,1347,duo-fpp,47,47
9d16ca5ce2fd93,1357,duo,43,43
9d16fc2d862442,1897,squad,28,26
9d1902fe5cd0ff,1459,squad-fpp,27,27
9d1a25530d3506,1372,squad-fpp,29,29
9d1ab077003046,1761,duo-fpp,49,47
9d1b6239b0fcc9,1941,squad,28,28
9d1d4245b706b5,1873,squad-fpp,28,26
9d1dcd15400ac8,1384,squad-fpp,28,28
9d1dd1107966af,1364,squad,28,27
9d1eab8d1a010d,1244,squad-fpp,29,28
